L,a,b,Undertone,MST_Class
78.56024762607967,8.549636699820235,30.387908058647778,Neutral,9
44.363715226257256,16.57613509023881,12.738273939296649,Cool,3
72.34497157589257,24.920255667644966,32.761659639638445,Neutral,8
30.471437785301013,15.062725171601754,12.561246702948443,Warm,1
52.782570856891084,19.75164603177783,25.376597770306173,Warm,5
34.98684235723068,15.713131986951572,10.72640888407955,Cool,1
60.05528092799487,9.190384486250643,13.83566693239486,Neutral,6
81.13423905011172,14.536869366356342,14.531118941048007,Warm,10
47.09584455567659,11.639430094716909,23.876012512599967,Cool,4
49.67583101693322,24.75336015993294,29.53409571720408,Warm,4
55.854313674027246,8.924914334123313,23.61571360414658,Cool,5
81.78712726366525,14.270956785178438,33.47626086323838,Neutral,10
35.23814361918991,23.944971547677174,24.48674114592408,Warm,1
73.4122240554031,5.687537167034504,18.13367633587137,Cool,8
78.31733671481756,5.190779080510898,31.04800807025484,Neutral,9
59.429688063952575,8.062890001679124,8.198532202969528,Cool,6
32.0628141621899,7.341340328552118,31.368692399137466,Warm,1
73.4209272535003,14.952991090104364,24.610802208116677,Neutral,8
45.196416848825,23.854635482702513,14.95743798980277,Warm,3
36.50374188948921,9.83001255985667,25.865016009988103,Cool,2
61.39941284191093,10.953005551365608,26.000512601097853,Cool,6
69.12347787746562,6.141094423025086,24.172419720784685,Warm,8
82.89781735502683,19.666558174337247,31.074671505099555,Neutral,10
71.032703678573,24.926686752544946,17.514123558460668,Warm,8
50.01365836225441,22.88198407358269,30.081523836725584,Warm,4
39.561037218138324,10.595338617740817,10.305867075853593,Neutral,2
82.9928567188688,22.837442896214696,33.55432585506095,Warm,10
46.76097397833098,24.26959894948655,29.71247025456487,Cool,4
80.42231094807582,11.45957466727616,8.143753145418735,Neutral,10
67.59781650712827,5.242169504697749,10.206584335163013,Warm,7
36.2697612826037,12.000137369463575,14.092943742405486,Neutral,2
64.44855028532626,8.006212449679374,16.246164460654285,Neutral,7
69.23165872369609,17.204502989552825,23.73578454725422,Warm,8
47.245845137654136,6.039321962623605,22.67195800935313,Neutral,4
65.47977320510869,12.881672970200636,34.02307685208088,Neutral,7
69.03845120956652,10.069875065143808,20.990393679054833,Neutral,8
50.18022390741979,17.92093888193192,10.865510521343525,Neutral,4
77.89141019877313,17.56694235098889,12.443283577592043,Cool,9
79.94014092398498,18.1708103134011,27.216515755143316,Warm,10
30.780356325441705,18.280244561352045,11.057243027996385,Neutral,1
53.60234287437144,5.513792897388163,12.884081337230255,Cool,5
44.49982228565504,6.554692739299696,22.67592725007769,Warm,3
72.66475995874731,17.956348919810566,8.78758361842214,Warm,8
40.99100212179248,21.298794570810784,14.741061723986213,Cool,2
64.64870060152253,24.653048229871384,31.524478679271244,Neutral,7
62.41120426390868,16.806953809175457,25.13612437785642,Warm,6
59.95311377768921,8.72876524288509,18.01804660058427,Warm,6
55.80054804819112,11.382009464865114,11.847379658340857,Warm,5
83.36710137690264,20.900230738569405,10.90116492098052,Cool,10
49.61519845977121,18.334177107929136,23.398437711315605,Neutral,4
71.24349387637275,9.049611203304748,14.476601044410508,Warm,8
40.409243857652356,16.986042322788755,24.81261760564453,Cool,2
73.57332500630751,9.83863360631059,28.547213934375584,Warm,8
64.16121396550984,15.710438321719272,15.649006255937959,Neutral,7
64.26234754398615,12.661387394530134,9.40523764641555,Neutral,7
47.94786202620671,5.18331100367633,16.891674492027615,Neutral,4
65.78496536674022,19.987388732899138,12.877753615405187,Cool,7
31.488564973795214,15.988236641219292,13.04649700415319,Neutral,1
73.69848046970502,6.3138971790873155,30.65292784838629,Warm,8
45.164937429877206,22.430736123047524,12.783044315079419,Warm,3
67.94207027819255,8.296296314588743,24.613046676884654,Warm,7
48.52939603305525,16.66260438199167,26.068913807971402,Cool,4
84.09886559328564,13.700291886804468,30.221096510067238,Cool,10
60.87053305641062,12.56049898868804,24.678626949668445,Neutral,6
40.53219144272744,18.18090820264465,8.18570497993053,Cool,2
84.66990135607352,15.094789507607034,21.903096375597038,Neutral,10
65.94363807340761,24.72699845888324,33.9271916792858,Neutral,7
66.60271850587515,6.441686719973467,27.111547625203755,Warm,7
37.447731333459075,10.304570450053491,10.660764988149445,Neutral,2
66.28387416280874,9.74966610338768,21.11212605716019,Cool,7
56.15919438859015,5.788536227370118,20.29094402520863,Warm,5
55.82808630246497,13.040544337764814,10.084063316114635,Cool,5
55.156778416274,17.268036930443422,22.70045596802755,Neutral,5
76.79237207926491,5.492888092726453,9.528890049194066,Cool,9
58.470814341610705,23.55504566390426,27.581956831208686,Warm,6
42.99143450417537,20.03493984791681,18.029616090858173,Cool,3
30.075923757693282,6.126065513636747,14.875297678621624,Warm,1
63.89200503738451,15.900538377938766,32.1377221702125,Warm,7
36.28399466975919,9.949259624662927,20.256888492292212,Neutral,2
43.11597047562496,19.194741696020404,23.702898621943394,Neutral,3
51.88922763009303,16.690862265189164,15.055991482905362,Cool,4
39.25175411778812,22.583715452024954,21.12552310080295,Cool,2
77.72391263291009,18.48439264894794,23.798284845032367,Neutral,9
38.2756855802995,14.333663116617284,18.003268800606886,Neutral,2
32.939742936287175,11.459129458824918,8.777132260460153,Warm,1
55.85443807567752,15.87755842322235,21.40071482467823,Neutral,5
83.36489282090729,19.141729545333963,25.29660995581996,Warm,10
32.33777304827165,15.783875882546287,28.003846581493608,Neutral,1
62.84244670769378,20.28745324443472,21.837571516798956,Warm,6
76.24325546548472,5.241398706012359,33.090046330343085,Neutral,9
39.46707938995894,15.461956883402976,12.418710457374022,Warm,2
69.16538320654037,8.928826304455717,9.072202604450675,Neutral,8
58.65679248309983,22.959104323700384,20.806333951447616,Cool,6
34.78225984309507,16.816090670358317,22.24464980548446,Neutral,1
45.30820079737874,21.999186610064108,19.3402971159829,Cool,3
35.865493036910976,16.663816085541953,14.659782626745976,Cool,2
39.15011125619229,6.329266515525442,22.526613044825382,Cool,2
79.69931700486333,18.107663989269064,9.211787444763386,Neutral,10
44.705531114132775,21.070753189252066,17.59363320879497,Cool,3
80.94926524039778,19.05081003069614,30.56730005358393,Warm,10
34.31192497345875,11.42324305271907,21.648736530526328,Cool,1
62.592458190115195,13.42496106588144,31.175225273576263,Warm,6
51.3782025670385,17.680114061992228,34.63901331988887,Warm,4
44.803304049007764,10.004857963291906,17.402897609629107,Warm,3
31.292036573235546,20.6094227676031,19.01314439306514,Neutral,1
66.41552010506061,14.784324973761812,10.672152832035085,Neutral,7
81.77607792345269,18.414944009435466,9.327280137778544,Neutral,10
48.00273103686483,15.366478460796468,26.079503926512977,Neutral,4
82.05312665239641,13.531838021087868,8.314412286583599,Neutral,10
62.73209375620797,13.269315334203203,11.8297987356586,Neutral,6
35.08099433661647,18.01943490437089,18.36851499705387,Neutral,1
79.19824930965414,15.618753568241877,15.163805713997608,Warm,9
65.58246734740462,21.3557065971389,29.69729545692145,Warm,7
58.67658224623878,19.380456408672018,32.14046696996183,Neutral,6
44.1168121880051,21.088281193549467,33.96029276350103,Cool,3
35.01068322629939,16.543733524466177,23.123131541252405,Neutral,1
41.264096975449775,22.099480391229488,16.808855787110964,Cool,3
61.42751186274692,22.32071350091513,10.37962963637067,Cool,6
62.9281915961234,18.824933275719786,24.583028596613307,Cool,6
35.63956832893709,17.010695364128296,19.124478951694723,Neutral,2
40.50521833299854,22.361963197341257,21.36030069321475,Neutral,2
55.71812972885914,17.995760935285993,30.73846516956029,Cool,5
54.61721449327946,21.57830948301355,21.469980143186614,Warm,5
55.235835455940546,21.401350041112988,18.69202609241161,Cool,5
58.07757229347653,15.177881401397604,17.18011842361709,Cool,6
51.54073621172816,16.715565418620955,11.793473264478967,Neutral,4
76.93928907900595,15.261544367360997,32.8453186240054,Neutral,9
66.9788656741708,23.116987799986116,32.2404867725847,Neutral,7
70.6104775601809,10.930711625753105,33.53384996900762,Warm,8
73.48833929485677,16.717295769070383,18.741588888558237,Warm,8
80.10427745607272,11.961911863365762,17.061482265285754,Warm,10
63.28992799871767,7.430027526018361,23.595020878791253,Warm,7
51.1590528026875,7.71033747121508,19.802998836215934,Neutral,4
78.66468043743342,21.164704200184442,33.47994300614596,Warm,9
36.15748070546069,16.145036666368213,32.48539758817557,Neutral,2
81.4864498157131,24.641547572712618,26.805693953876006,Neutral,10
69.82628959906262,22.902000581324884,27.801849932042455,Neutral,8
49.110828310308094,6.347012029375434,34.1876252448963,Warm,4
67.29486111352134,7.1947239735500705,9.764886254238402,Warm,7
41.569055200289185,16.087081050228015,11.970983985084025,Warm,3
51.975897620429066,13.847874814963872,11.732630272119541,Neutral,4
68.50493637291572,20.675835689707945,30.362729815804897,Warm,8
64.21947224687561,22.84169377880469,33.29420647489348,Warm,7
50.85076231254093,20.330546324432543,17.58046009966539,Cool,4
36.03390620525313,5.821647299111106,25.8595875437386,Neutral,2
51.40295994928576,13.24559455663331,27.84568002712523,Cool,4
61.05171296116606,19.914675654624645,10.7172119201354,Warm,6
83.00411564245769,23.38076554057342,23.826923560385218,Neutral,10
58.97889910733639,14.859139433117202,27.646040717891594,Cool,6
48.457069858217544,15.637435330100331,27.673719674388273,Cool,4
66.60957988734295,14.677204377286229,13.448463602816336,Cool,7
69.07395994674295,18.777706041001814,12.380301956126942,Warm,8
58.734599897722866,9.386408024227642,15.24345255224603,Neutral,6
58.2873551832458,20.560926129663983,30.88378609247788,Cool,6
73.10255665924913,18.165675668523146,18.531783775185964,Neutral,8
46.59897379700658,9.262094080501665,22.701205644942938,Warm,4
73.62401914653644,8.330070940990302,26.18233268060868,Cool,8
31.370872294976646,10.281239693874376,29.53877111040178,Cool,1
66.64739548796459,13.630162396952848,12.583479451592668,Neutral,7
38.74389085206395,16.94310611980604,11.402054752327846,Cool,2
46.76626624335212,11.019271338936324,13.450043207319606,Warm,4
69.94881342461588,19.30250039633776,28.043988301424108,Cool,8
45.610537491299674,8.528238208557724,25.408431617932507,Neutral,3
83.73189299471593,5.9370381705520625,13.96302514000124,Warm,10
80.905277905212,15.745513473360761,9.203878503821887,Cool,10
34.81170097457604,10.864215433961292,14.64085866638172,Warm,1
34.879954961448966,10.416645025241484,24.748357886543545,Warm,1
67.81052842856633,18.12323675362143,13.45442304686723,Warm,7
63.73569238987204,5.7685269792465,13.348636084512982,Warm,7
70.26936795625227,22.751261436323826,27.770423680491763,Neutral,8
32.7728168328829,6.70694929987536,28.85259657686226,Warm,1
70.13630552426824,8.764643995380911,34.882419770207434,Cool,8
34.31449093565517,15.156101279175582,9.80944651928267,Cool,1
78.94157714312092,19.139529749114324,8.972508093868512,Warm,9
36.06791078360804,16.213565898779,18.411134997860003,Cool,2
38.200654190149194,17.457809516380003,22.04830792440242,Warm,2
62.87016125059111,5.523934170641295,11.0396705411223,Warm,6
50.98757315903067,23.915529944926945,25.546325885969527,Neutral,4
58.87894724928868,10.382395052760208,10.784962543715748,Neutral,6
32.50181002775511,12.436735691328389,26.337635887525806,Neutral,1
34.385746656182896,5.807016537193994,32.586354364789386,Cool,1
67.97894069384661,17.72582707958496,23.113403458236327,Warm,7
57.13874249901911,21.98892812451471,18.346814880575796,Cool,5
34.5010062435816,21.552205226983066,26.707717547809608,Neutral,1
64.9627423863897,20.805198078833875,18.49899040480114,Neutral,7
50.42351444133949,7.566517243775291,17.44832204640928,Cool,4
41.777639420895206,15.030325893743992,20.654715314464198,Warm,3
73.78994503256924,21.904511163214796,25.861156751946723,Neutral,8
42.738351157412666,24.264450788812226,27.733421830498393,Warm,3
82.86648322558663,13.96321746738004,23.580440226265694,Neutral,10
48.438770928489625,22.240853019786268,14.535215428288241,Warm,4
40.84995455990945,11.29175266828133,16.655324822445472,Neutral,2
55.82072601559294,19.034765477545143,12.359361519734481,Cool,5
33.513050563895014,16.856803610162203,20.715926815737802,Cool,1
61.74627683882955,5.862002178966481,11.185257057957662,Cool,6
77.29859471145961,17.719094143274567,31.528178923153064,Warm,9
36.99561891756823,6.762844867815843,28.421613478078125,Neutral,2
51.799332521220414,9.488811436733213,13.687879103152998,Warm,4
50.455155976488534,15.827488418148764,11.779659171487598,Cool,4
74.11998804681858,24.832486859224563,21.472134493961413,Cool,9
68.55135467388408,19.758555379976006,23.26623037331853,Cool,8
56.753477586233565,17.96204254522143,17.51233987364781,Neutral,5
58.64361749824997,5.120940863679568,16.361676199840105,Cool,6
84.17061072508723,6.102030703176622,24.076199643742928,Cool,10
32.98905504700201,23.78136958900583,17.919549674820903,Cool,1
70.21294951707586,12.105679484738452,13.710682230607738,Cool,8
55.706178945953646,24.583031102012313,9.087709007005959,Cool,5
67.00802817137986,5.895367773769737,14.307443864978396,Neutral,7
53.476997753838134,5.488015631130761,10.823331689028807,Warm,5
52.981613982228026,10.060526818405064,31.628607702771106,Cool,5
76.42503235530857,13.272853498372704,23.76186507388101,Warm,9
44.106878765293715,14.11313505571426,20.492354213079373,Warm,3
53.09579424211793,18.643833785101975,20.82742656740274,Cool,5
67.13371602223408,16.64845316414493,20.526147173932983,Warm,7
70.05579491227088,15.743386432080577,25.2260873508387,Neutral,8
80.56047178887485,23.30579880758548,9.21123505594836,Cool,10
50.968612302726854,9.374277778130784,18.285699815633826,Cool,4
60.01377514775234,5.785301032973205,24.14081636184088,Cool,6
66.70445920281828,16.9485848514684,8.56724723863174,Cool,7
46.006147160826416,6.156853531267927,31.409850395306112,Warm,3
65.19316650433146,10.463192407398903,26.074125734848373,Neutral,7
37.72400024869889,5.382897359936734,17.271440958796394,Cool,2
53.930775259800654,12.002505183334602,9.082948168137026,Warm,5
60.3555316277328,19.12743993619992,23.113105856009224,Cool,6
61.03103208021669,8.290507447856248,8.841722546021874,Neutral,6
67.48302825603312,9.080712692577977,16.487453055961204,Warm,7
76.93685225597721,14.406480958744128,9.13077063364694,Neutral,9
77.72573755406151,24.269984817751766,28.493142628092137,Warm,9
45.372481558509506,15.886897752686423,34.90621033756271,Cool,3
63.66629172789628,12.35881502604169,17.394418112718498,Warm,7
65.7366397285818,17.060277267291763,33.29762985553478,Neutral,7
80.73493978108468,10.30069836281095,21.333869398022156,Neutral,10
33.293308848447026,12.0984932175402,25.87166808119931,Cool,1
49.70836083632397,19.294046327645155,25.57128466286635,Neutral,4
69.91281156303035,8.760494692308322,17.66055316378693,Warm,8
39.100975870761545,20.560504862893062,15.107678355986302,Cool,2
39.565323703439034,20.92482901082737,23.42403268830163,Cool,2
58.86675217926973,16.54040803381117,22.42395106814368,Neutral,6
76.90493575964148,9.657582923036301,19.10043651300324,Cool,9
62.17726017234752,6.333040811213799,14.083557108683348,Warm,6
35.964185678293056,12.509378569330007,16.165326804520483,Cool,2
83.98200873097424,14.083349403355276,22.942547921250835,Neutral,10
50.65081592811411,14.63989835465734,10.124837230275775,Neutral,4
30.768364446064698,11.945769486113955,32.38838780045069,Neutral,1
47.07213350202823,11.196942335065598,25.664366058523584,Neutral,4
33.73465348742047,22.131439773666713,17.3614065533696,Neutral,1
79.43663236380091,7.219961975826297,32.51326743204972,Warm,9
84.62992498171366,19.809522639070384,33.93692833885639,Warm,10
69.23193014802133,12.62817619806247,18.20051424555411,Neutral,8
38.90362881621447,7.855712733357693,13.089496025480152,Neutral,2
78.26653375545708,20.06855844513938,33.68860487976947,Warm,9
44.55175329627648,15.303844522764274,16.352951176160346,Neutral,3
53.58610637773761,23.754092307587353,24.582558958610104,Neutral,5
37.528042965367554,24.495201626723905,29.57521793584277,Neutral,2
60.69796554606571,16.437445424543732,27.620116785898727,Warm,6
75.81535470170559,23.953760519289414,33.923661318947076,Warm,9
39.402493566226006,21.7258262620492,31.07191676959024,Neutral,2
72.75186827138297,18.03359589756854,26.126936240213485,Neutral,8
31.65077886791515,18.660135468327137,21.082120600157577,Warm,1
83.3113680305554,10.501977631182488,25.00145707199848,Cool,10
57.203350925712215,10.29934123110886,22.711805522793625,Neutral,5
37.31062211881867,11.590608275479934,32.19893134473263,Neutral,2
66.6934010084403,7.634575469091239,10.253530294713348,Warm,7
57.26165342607661,8.172102105861473,30.792602122168322,Warm,5
30.960095199129313,24.95256594804313,21.78568045140812,Cool,1
33.76339568536654,21.089892848636445,28.980330712597414,Cool,1
38.163809491705464,10.191528985500984,17.482923458417083,Cool,2
73.1393164229518,13.978234451855801,24.923163060399805,Neutral,8
47.05227946378442,5.650523589825038,20.51433918261545,Warm,4
31.38100479123713,18.134589694432158,30.20429270200457,Cool,1
58.79783424619141,13.555462674717248,17.096186377819883,Warm,6
47.67053950304627,17.154735897577183,31.443357646026275,Warm,4
53.1634635594578,5.563826808944443,34.59308592792027,Neutral,5
57.67613320619986,9.826994076749997,13.170219602519225,Neutral,6
78.14241361508468,10.892387926923863,34.49219828743112,Warm,9
47.33546583341945,6.316596867263076,23.636504708946326,Neutral,4
58.837490717659435,5.425388217007743,27.074844615146333,Warm,6
50.107636415611324,16.71175367745225,22.0295152466812,Cool,4
49.42289892786634,22.589253870237847,24.31269633065998,Neutral,4
54.10072569574284,20.975664715473307,22.615001053128903,Warm,5
44.39794204070183,6.03978703955415,28.281782697759155,Cool,3
64.50759970745295,12.622937640694712,19.200864958143065,Neutral,7
68.03730630963844,24.316646394366654,12.969208845355766,Cool,7
71.90589617787975,13.97221261909085,20.724753519750443,Warm,8
62.42963432571045,11.836980838345163,16.96865809566678,Cool,6
39.86419338450515,5.243089493796327,33.33519233416802,Warm,2
61.97940218929401,17.01890969075438,22.752991003727566,Cool,6
42.42833396859122,23.56364196227903,9.786460098529892,Cool,3
56.28932381131014,14.569821402143784,9.609667784305794,Cool,5
53.961196532554624,7.601724802612639,26.44769676382044,Warm,5
43.085918450322225,11.749540914259438,20.810235855802127,Neutral,3
61.84643400167795,8.874341015525957,27.739780541096177,Neutral,6
34.66473482573493,5.920052840435055,25.101823066551596,Warm,1
79.04216256133006,16.90263349811363,24.24195474109525,Warm,9
83.44409190793606,15.359210554251579,17.324232710611973,Warm,10
72.92309963893233,21.079170151050405,28.365154280369612,Warm,8
51.067010571497306,13.581247386053318,8.595786014421853,Cool,4
54.99393434937508,11.490132983378947,23.897877294218027,Neutral,5
49.16732191669202,9.67249527297133,15.728056295479849,Neutral,4
55.754927946584196,23.00528222404141,18.74042290508565,Cool,5
47.3002710467412,15.789825847506744,18.716928457443096,Warm,4
75.56460568888254,9.863599605284518,14.29151203871454,Cool,9
63.502222746244186,21.425003091194085,19.77864271164325,Cool,7
60.83308611295312,23.37853067279109,29.41805646183287,Warm,6
41.83370944448801,20.24375022388164,33.007210633194916,Neutral,3
76.9946872688154,7.732018073023452,28.031200827885307,Warm,9
61.906973590228134,15.9924460221207,34.21442720914648,Neutral,6
53.048578200607054,17.371702981442308,15.249502057332375,Neutral,5
32.97294579632502,16.925171504654042,32.860424178477814,Neutral,1
54.9619529245457,12.59848581924029,14.14341467728451,Neutral,5
81.28242437806914,23.122220042649943,14.174273049297437,Warm,10
51.120613451756675,23.245091222023113,17.02186160436428,Neutral,4
40.09054491313347,15.650081328319636,15.73602782103232,Cool,2
65.14439644188248,18.475124595681795,27.37725626042449,Cool,7
36.47917527963173,12.189823024395103,34.6564554915035,Warm,2
74.99094214765569,6.628944257823184,11.944607269615645,Cool,9
36.588159018745756,18.942716117836184,15.603633136852057,Cool,2
66.82624846952298,9.461800368907117,25.057920778624396,Neutral,7
73.16454835929926,15.01239064667862,26.487579424787125,Cool,8
63.223147355878645,24.142696650795923,14.164943813952494,Cool,7
53.57357776146725,21.249476420883433,10.61807311606647,Cool,5
31.42273789879734,10.978523001966664,11.057573194275136,Neutral,1
55.06193613482212,23.866202237482995,34.10536985792163,Neutral,5
52.15862393273107,6.008335472044184,24.892571314536465,Cool,5
37.354687341147425,12.346810305545599,9.429270260358093,Neutral,2
56.63291425042516,21.316662499812356,32.63381033165066,Warm,5
46.4669270787195,16.013810893895894,16.659228454575935,Neutral,3
33.652005661001404,9.862490608453374,26.067162199440972,Neutral,1
60.772970234493954,20.388851588431137,27.902575176829256,Cool,6
47.2299409162967,9.613396234355173,28.053076072399488,Warm,4
78.2842966676509,24.82655803128441,9.39505548476495,Warm,9
46.55858421514526,5.693454084521328,11.10894681667043,Cool,4
67.0253719923637,19.972174171636645,28.417190320883073,Cool,7
62.14020207909479,14.50200681383441,16.09809373177279,Cool,6
64.1748533952136,19.121162292760616,16.200543994059295,Neutral,7
84.63290993531352,21.007283769106905,27.571513046656772,Neutral,10
61.7511762988996,8.197595267328827,21.986281647154645,Cool,6
34.87774983040121,5.814576046379402,14.483931707011212,Warm,1
38.59158764605664,10.3887889260731,23.57727533031067,Neutral,2
61.396396774625714,12.830513963556587,26.256794176036717,Warm,6
39.31938673574415,20.855162271456255,31.018780373641203,Cool,2
30.10428195796786,21.289369651778717,8.990446478046143,Warm,1
81.72669738893089,20.20069803606348,30.40836901673597,Cool,10
43.43019133729754,21.508313282478962,21.15616456070137,Cool,3
74.16918262208378,7.107298445017129,26.72768755179247,Warm,9
52.82192591206605,9.894311940474019,9.03582425660393,Neutral,5
58.88352769360164,13.038618272184843,29.646658242884378,Warm,6
46.56162872976861,9.403664038996226,14.969602682930443,Warm,4
74.54829675766376,19.02998202930332,19.66581669679868,Cool,9
31.21723767804359,8.754448113845042,31.508063921388977,Cool,1
49.03016039077419,20.596907903022874,8.13337948522906,Warm,4
50.4146084541004,20.220479818859978,24.293112021297205,Warm,4
68.76862860956457,23.695910349855666,8.9912494740428,Cool,8
80.39814313328301,18.483842332300014,9.560281319536331,Neutral,10
60.14609282209359,8.962614836471541,16.240792313479197,Neutral,6
56.81927843269661,21.108646585999725,9.6749926179771,Cool,5
53.56332930345129,13.54972908180536,16.0007966512946,Cool,5
47.24876141023161,14.484284333149276,10.83311481729072,Warm,4
57.286534765113,8.710510314062423,20.114727810808326,Warm,5
75.86376140261743,7.069501272931693,17.95557919771284,Cool,9
62.09806352712495,6.171018584879584,15.02774515428208,Warm,6
44.254188354171106,13.853096965208662,22.089433633240112,Neutral,3
43.00232228532734,13.487440521072694,14.429370767857966,Neutral,3
38.11357505757121,22.61946011279315,28.440299096862887,Cool,2
64.33374529954745,6.591762947440849,16.058167850989534,Neutral,7
35.34838381765333,6.05419579706878,23.36087795780734,Neutral,1
31.133754207811005,12.391483988535462,10.221352755480671,Cool,1
43.388384977349666,8.915822695785929,29.767434554412656,Warm,3
75.00664895604697,18.835552782839645,26.4797547488713,Cool,9
56.37171195535667,21.72237231090085,21.609892153207458,Neutral,5
53.140866650213944,16.92539756964106,26.966554204690805,Warm,5
75.0662199510227,16.874115659028693,28.732244924398092,Neutral,9
47.03487977440464,5.36716767998448,14.319559925472475,Neutral,4
81.37605509551305,19.252028145967863,22.125270045076324,Neutral,10
80.33663622230236,17.11518978717944,31.32626680141878,Neutral,10
40.27701464811726,16.73873013117814,18.586526576423463,Cool,2
68.91103233324391,20.50469077798112,23.41449045130791,Cool,8
39.88352709862286,12.135409806985024,13.391082927097461,Neutral,2
51.36196006953579,24.95868221066675,27.144634025174742,Warm,4
84.41119454157032,12.201198038614521,31.585425134620795,Cool,10
49.610660664806076,24.306054472607997,13.95316626419823,Cool,4
49.12436926663928,16.851363655296538,13.689079957022468,Neutral,4
61.14857466624194,15.606042664983166,31.505617476242186,Warm,6
75.20438425566378,23.22241002783915,14.39145284805349,Cool,9
81.29479289558778,15.856827486681492,27.7762749866107,Neutral,10
66.2874729049761,22.841487021872414,25.68340982331768,Neutral,7
49.49547927933553,6.89930550456753,8.648136210812,Cool,4
72.01650141054326,6.505574333033472,29.467977628221565,Cool,8
76.6120267938678,15.403397846215023,33.675072051568804,Warm,9
70.43756002861112,18.122921836948844,30.835111714795605,Neutral,8
57.31885957008019,5.678919571715976,15.874889625151187,Warm,5
65.40445123509822,16.300439857180322,19.542221573856608,Warm,7
31.520593463297388,22.651197535446947,16.083351090044403,Cool,1
53.75087692149181,11.797499275361323,10.372395476910501,Warm,5
31.849777366129384,18.721823078869736,14.266121602386455,Neutral,1
55.60857951470098,22.49403345368399,8.852825910292335,Warm,5
60.09291120533799,14.664641517508702,12.468493915918701,Cool,6
79.22604631022047,24.953445265293183,34.62677352665976,Cool,9
38.14044124737373,18.91948412187396,23.927777545075095,Warm,2
45.04753204748044,9.381183461197667,32.165914189042795,Neutral,3
76.86918753126157,10.961044172788863,16.969157894121324,Warm,9
77.04110262983887,20.355292354286753,9.816684548880893,Cool,9
58.8112569936686,9.847073902735247,19.322036371320785,Cool,6
47.186647524964734,18.59266364790287,18.335170710882096,Cool,4
41.922169553124725,17.58797276270525,12.435176544136809,Warm,3
64.09497393151388,9.82402915199083,14.737747395936665,Warm,7
57.42774076473894,20.89325784795778,14.941594413668017,Neutral,5
50.429670945620934,17.62750652096502,29.178947776745527,Cool,4
46.303192328397394,17.383454707316734,19.061167470898017,Cool,3
62.90712682908006,7.461042471806499,12.743152045151781,Neutral,6
38.57618974715623,11.744131511315041,32.22887837635516,Cool,2
77.93107461642205,6.435516124530261,34.817885416420026,Warm,9
66.06050631092873,5.7962287889150765,23.573813830232908,Cool,7
45.38079533490517,18.104839612780435,14.67523900888578,Warm,3
52.96634586197464,15.96290405456044,19.18180884182299,Cool,5
44.647344917218305,6.297985590768189,31.477611559198895,Neutral,3
84.75567374813727,7.910309655747183,15.280010236713935,Cool,10
83.39956740682184,17.20752119563384,30.03080631421058,Cool,10
34.5764953022929,15.190177464484037,8.158347652953355,Neutral,1
83.8251486526757,20.290555893094353,26.2015179794737,Warm,10
31.618371404899566,17.517198314284727,9.103452639194929,Warm,1
63.02434171993221,19.145578238113345,17.579526820722492,Cool,7
73.59904283660869,12.204678376008557,21.950856401109228,Warm,8
80.94756506514308,14.445636083259634,14.221249877168447,Warm,10
33.79798360519215,9.309258145514601,26.44574020747509,Neutral,1
66.46993532010305,21.817431588518453,25.66271423980001,Warm,7
64.7917909897117,5.1866323965418655,10.143977785361797,Warm,7
39.899760690512686,19.0193826291824,23.032598111376103,Warm,2
35.30683738104654,16.937037537755188,18.457707985333478,Cool,1
74.6925129628633,13.458870874831154,13.424606171509106,Cool,9
82.74719567663934,21.70960451484389,25.847384864677647,Warm,10
54.509322676140506,9.35782759253488,9.921203329703562,Cool,5
48.712535011102275,12.66117612842007,34.4131675152958,Neutral,4
49.181922793117025,18.426088471285595,34.65170231995115,Neutral,4
47.594431006647206,7.0791875182477915,26.646613434439182,Neutral,4
79.47583627489877,18.73357223448259,12.033304178113667,Cool,9
69.60427809386834,14.2107899454828,32.465867878675695,Warm,8
78.84593554114699,13.802415419698724,16.696175533539176,Neutral,9
33.59342836000459,23.051058133591333,22.501876629100792,Warm,1
55.74516396448904,24.851635909755267,9.581263242682414,Cool,5
47.132826647449356,10.593477130928864,26.08874425319889,Neutral,4
67.48675003549967,21.05286619591421,9.299856571415543,Warm,7
46.542368954640544,17.11993934542051,32.36488845498822,Cool,4
62.86390432776344,20.270316873364244,19.386240673199744,Cool,6
82.32366537641256,21.947101078187337,23.484488793250833,Neutral,10
35.49542764940537,23.264811051129428,30.737210924664133,Warm,1
77.96288551432714,9.997349305158586,9.74124837230785,Neutral,9
33.56456315988599,23.107639528385274,25.439765515953233,Warm,1
77.48644538165931,5.076398453171662,15.626926087379719,Warm,9
77.32517563363801,12.396265119743532,8.000314138394886,Warm,9
67.03975518255109,24.8418437405764,12.893756899891901,Neutral,7
70.33201676544246,6.738791213845083,32.1254337544578,Neutral,8
48.096319076409046,5.9148406762502574,31.439840868192643,Warm,4
79.61065337090832,9.459000171155072,18.510192713844305,Neutral,10
83.42672570366948,9.009490310568056,32.77211776456373,Warm,10
77.96079911546458,8.984305497881062,12.903577129428271,Warm,9
73.3019386629629,11.265014809776439,11.144029150287208,Neutral,8
34.788379466792826,5.750573150636063,17.88276317515591,Neutral,1
57.58347129668901,24.681669383985902,32.16004971363425,Warm,6
60.52095039425783,6.425134555305172,22.675531868251444,Warm,6
