L,a,b,Undertone,MST_Class,normal_pct,oily_pct,dry_pct,Delta_E,Contrast_Level,primary_group,sub_group,shade_L_min,shade_L_max,shade_a_min,shade_a_max,shade_b_min,shade_b_max
46.241980018876895,13.52362604471946,18.63433895266228,Warm,3,37.36,54.54,8.1,9.3541641697555,Low,Coral,True Coral,47,57,26,34,22,30
43.639806031181735,12.203812828225258,26.13591847895813,Warm,3,28.24,46.03,25.73,16.200458428510736,Low,Coral,Deep Coral,35,45,28,36,24,32
39.5633620703282,19.073157187600472,11.47975249158753,Warm,2,9.97,18.4,71.63,5.53956018536238,Low,Coral,Deep Coral,35,45,28,36,24,32
55.47428883368684,16.884836546171943,26.15076855694325,Cool,5,34.53,20.55,44.92,17.87901621084719,Medium,Berry,True Berry,34,50,28,42,-10,4
66.62461735914643,24.508207353694903,34.43385970137502,Cool,7,58.98,23.04,17.98,31.483742956871943,High,Mauve,Cool Mauve,43,67,12,32,-8,12
61.267976211140926,23.662266626871155,32.788066909377065,Warm,6,63.83,22.38,13.79,26.649633631276792,High,Nude,Warm Nude,50,74,8,28,12,32
76.04582743582412,6.0471004037494485,19.247277369021887,Warm,9,50.19,20.68,29.13,34.80014134427553,High,Nude,Peachy Nude,58,82,4,24,10,30
48.77698588360429,9.60017674575406,23.11051445414668,Warm,4,43.66,14.97,41.37,15.68009813490665,Low,Coral,True Coral,47,57,26,34,22,30
54.134184493692906,12.663289371182517,14.080591705837444,Neutral,5,31.08,32.26,36.66,11.899139089119975,Low,Red,Blue Red,40,50,41,49,6,14
61.75648790594699,19.15361869481832,23.13189703647188,Warm,6,64.72,13.5,21.78,20.13492934893292,Medium,Nude,Warm Nude,54,70,11,25,15,29
30.31724735024125,10.725597242238818,29.34386740340849,Neutral,1,25.61,37.86,36.53,24.54399128899335,Medium,Red,True Red,30,46,41,55,13,27
37.29724148598634,19.470691466621773,26.8193513762251,Neutral,2,17.83,5.48,76.69,16.710051809038227,Low,Red,True Red,33,43,44,52,16,24
53.001916379644825,21.983913031306383,21.2730527620188,Warm,5,69.84,9.06,21.1,12.407904101410518,Low,Coral,True Coral,47,57,26,34,22,30
59.97661296331577,14.812271517963982,33.67541650037752,Neutral,6,29.01,37.47,33.52,26.852097555333064,High,Mauve,Dusty Rose,46,70,10,30,-2,18
59.41068698945124,21.41471681631461,22.37221782390049,Neutral,6,58.9,29.33,11.77,17.81157561151572,Medium,Mauve,Dusty Rose,50,66,13,27,1,15
53.7491061617528,15.098656081788002,11.623465510811457,Neutral,5,59.02,15.91,25.07,10.035527343182473,Low,Red,Blue Red,40,50,41,49,6,14
82.7880811128395,13.184991475707946,16.63060568089312,Neutral,10,61.66,19.69,18.65,38.675908836750445,High,Nude,Taupe Nude,53,77,2,22,0,20
32.47926735214436,14.103439834673129,17.1792403224177,Cool,1,23.4,71.13,5.47,14.777100464561888,Low,Berry,Deep Berry,27,37,34,42,-9,-1
44.56014818114616,22.547009062656773,29.84363828787526,Cool,3,31.92,51.89,16.19,18.029868333860144,Medium,Berry,Deep Berry,24,40,31,45,-12,2
45.09225492243353,7.252184586984414,24.308134938966504,Neutral,3,73.3,6.73,19.97,17.720200180890703,Medium,Red,Blue Red,37,53,38,52,3,17
34.17969696354917,20.090857481693646,21.457939371084542,Warm,1,32.81,33.32,33.87,14.371493660358269,Low,Coral,Deep Coral,35,45,28,36,24,32
64.14871384878528,19.562328746723328,26.6764430816366,Cool,7,46.78,51.13,2.09,24.13012183386409,Medium,Mauve,Cool Mauve,47,63,15,29,-5,9
56.82462703569911,22.62971639177821,13.321863048238608,Neutral,5,45.11,49.15,5.74,12.185423043656382,Low,Red,Blue Red,40,50,41,49,6,14
57.09006991128395,20.49345874363597,29.876996523966746,Neutral,5,61.14,15.77,23.09,21.5870400173188,Medium,Red,Blue Red,37,53,38,52,3,17
56.27297796301458,14.728100710723565,10.028859735794835,Neutral,5,40.2,35.62,24.18,12.599934452688895,Low,Red,Blue Red,40,50,41,49,6,14
43.84929031520903,9.804900369286075,14.690935958486484,Neutral,3,18.68,39.72,41.6,10.606852765619522,Low,Red,True Red,33,43,44,52,16,24
56.8408449508668,14.165066295300958,12.908828573007645,Neutral,5,36.29,45.2,18.51,13.23170547827512,Low,Red,Blue Red,40,50,41,49,6,14
44.14364555868779,19.70142087607772,10.893644306173954,Warm,3,45.03,33.31,21.66,1.430564693978801,Low,Coral,Deep Coral,35,45,28,36,24,32
72.98623469241937,5.184831768110287,18.630417580632013,Neutral,8,30.33,22.31,47.36,32.352449355372244,High,Nude,Taupe Nude,53,77,2,22,0,20
72.77382110452103,22.77318160530797,25.88571831592884,Warm,8,62.53,8.52,28.95,31.175131886028616,High,Nude,Peachy Nude,58,82,4,24,10,30
81.75252253881864,10.200960805048677,16.08442436968388,Cool,10,40.77,25.91,33.32,38.25508599575006,High,Pink,Soft Pink,56,80,15,35,-5,15
71.95485920053493,7.876689419806217,34.46140246036509,Neutral,8,15.56,12.04,72.4,37.12214560651089,High,Nude,Taupe Nude,53,77,2,22,0,20
73.473744869335,6.7965150514416806,30.085588819084546,Neutral,8,25.98,45.51,28.51,36.22395180821362,High,Nude,Taupe Nude,53,77,2,22,0,20
75.91719086258286,17.512998258829064,33.71112839240105,Cool,9,52.84,36.84,10.32,37.86067834264578,High,Pink,Soft Pink,56,80,15,35,-5,15
79.50359852754916,11.325402994586137,19.788583123756684,Warm,10,74.84,9.18,15.98,36.41989801787335,High,Nude,Peachy Nude,58,82,4,24,10,30
69.63631077399197,10.093412440921025,14.92631168599469,Warm,8,81.03,14.63,4.34,26.714258097540345,High,Nude,Warm Nude,50,74,8,28,12,32
32.271156659041274,20.327025611147803,15.862304284908852,Neutral,1,51.73,5.57,42.7,13.30593074302738,Low,Red,True Red,33,43,44,52,16,24
47.09034111109237,24.25984007717989,20.277976102114195,Warm,4,34.16,33.14,32.7,9.541522509067647,Low,Coral,True Coral,47,57,26,34,22,30
61.614775537526896,11.296823108174706,19.11718702493657,Neutral,6,55.75,35.17,9.08,20.0611665991968,Medium,Mauve,Dusty Rose,50,66,13,27,1,15
60.79274018698662,6.368814184852523,27.366070648375423,Cool,6,26.27,24.54,49.19,25.91015238302555,Medium,Mauve,Cool Mauve,47,63,15,29,-5,9
70.56094905073749,20.52894892999449,11.799211257316475,Warm,8,37.89,40.09,22.02,25.56720984902593,Medium,Nude,Warm Nude,54,70,11,25,15,29
76.45182372485127,20.4584296375223,33.18897128938114,Warm,9,47.34,19.52,33.14,37.926242598679536,High,Nude,Peachy Nude,58,82,4,24,10,30
74.06011908947934,22.948381001563472,18.85270196461093,Neutral,9,23.34,50.42,26.24,30.00238317602261,High,Nude,Taupe Nude,53,77,2,22,0,20
38.52462905003208,24.39757653415278,12.893292786472824,Warm,2,16.84,37.91,45.25,7.878266326786876,Low,Coral,Deep Coral,35,45,28,36,24,32
75.79431557718318,20.629241775094187,10.273751301781656,Cool,9,39.33,50.86,9.81,30.849080239883502,High,Pink,Soft Pink,56,80,15,35,-5,15
57.71209801552316,13.218658099255164,20.06059548710596,Neutral,6,74.17,16.92,8.91,16.50930748207866,Low,Red,Blue Red,40,50,41,49,6,14
36.48028391391759,12.756521798338625,14.92450264745268,Cool,2,37.33,47.94,14.73,11.558817170470023,Low,Berry,Deep Berry,27,37,34,42,-9,-1
66.26972028376406,21.975351705626284,8.599475950671959,Neutral,7,24.25,24.17,51.58,21.63022374180497,Medium,Mauve,Dusty Rose,50,66,13,27,1,15
84.79217112173603,5.293867773099077,10.118307040562346,Warm,10,50.58,20.19,29.23,42.46443189364735,High,Nude,Peachy Nude,58,82,4,24,10,30
63.39518687209285,7.139825223492466,18.73614461478433,Neutral,7,35.11,6.59,58.3,23.43379268519771,Medium,Mauve,Dusty Rose,50,66,13,27,1,15
33.39743662796907,14.888406094051629,22.16180751839688,Warm,1,69.32,17.73,12.95,16.248390723461497,Low,Coral,Deep Coral,35,45,28,36,24,32
65.08485904378516,24.35720069690061,29.22951138336889,Warm,7,18.85,40.48,40.67,26.81870286258133,High,Nude,Warm Nude,50,74,8,28,12,32
82.00206374128113,8.374988767964592,18.80962892467543,Cool,10,23.82,30.82,45.36,39.37847957134147,High,Pink,Soft Pink,56,80,15,35,-5,15
78.41610554442154,6.004520229279475,25.99821293425872,Warm,9,40.19,30.02,29.79,38.838891965675536,High,Nude,Peachy Nude,58,82,4,24,10,30
61.74043985791374,16.70521751019693,33.27539043158363,Neutral,6,47.31,42.2,10.49,27.27159981203634,High,Mauve,Dusty Rose,46,70,10,30,-2,18
78.35567181330187,5.351047267332579,15.399932912239157,Warm,9,43.38,26.26,30.36,36.588962845212656,High,Nude,Peachy Nude,58,82,4,24,10,30
63.68747957911544,13.752062481107838,34.49502144342566,Warm,7,74.68,11.55,13.77,29.90459172100527,High,Nude,Warm Nude,50,74,8,28,12,32
57.71861223173914,12.599581579307891,25.32912695363876,Cool,6,34.36,10.57,55.07,19.85434247838197,Medium,Berry,True Berry,34,50,28,42,-10,4
58.74917592733336,21.165364224325565,31.35691968313564,Cool,6,43.41,38.03,18.56,23.77158497188324,Medium,Mauve,Cool Mauve,47,63,15,29,-5,9
46.91232993497974,23.487923907530607,29.055976700120446,Warm,4,33.32,32.76,33.92,17.513679229676292,Medium,Coral,True Coral,44,60,23,37,19,33
73.50980648260683,12.355719755123058,29.78072503175796,Warm,8,36.11,42.17,21.72,34.45864577711798,High,Nude,Peachy Nude,58,82,4,24,10,30
65.45596748986848,20.394932457141746,17.94275289966859,Cool,7,28.25,11.08,60.67,21.305372318238888,Medium,Mauve,Cool Mauve,47,63,15,29,-5,9
76.70495988089225,14.933908456358932,14.777037348082107,Warm,9,54.29,28.61,17.1,32.22703369859195,High,Nude,Peachy Nude,58,82,4,24,10,30
79.25021474125057,7.511004295253068,27.28681916484493,Warm,9,39.53,14.71,45.76,39.53149457981112,High,Nude,Peachy Nude,58,82,4,24,10,30
68.28677124843749,12.642469889199464,16.587069515752034,Cool,7,43.72,11.91,44.37,24.848504406718988,Medium,Mauve,Cool Mauve,47,63,15,29,-5,9
74.74157331911343,7.02056492982517,33.16249177066804,Neutral,9,17.89,44.09,38.02,38.74116642772487,High,Nude,Taupe Nude,53,77,2,22,0,20
46.70145480119649,17.019143899949945,34.712436879135055,Neutral,4,57.63,6.8,35.57,22.9703121554413,Medium,Red,Blue Red,37,53,38,52,3,17
81.04709761928609,21.25701943073516,27.18138900533512,Cool,10,37.67,30.19,32.14,39.13371841206629,High,Pink,Soft Pink,56,80,15,35,-5,15
68.73714384414994,14.2937893689033,34.35411497675801,Neutral,8,30.15,47.91,21.94,33.10165092617623,High,Mauve,Dusty Rose,46,70,10,30,-2,18
35.34100948678717,16.253108458054847,32.34404319613172,Neutral,1,40.12,18.62,41.26,22.830142082946157,Medium,Red,True Red,30,46,41,55,13,27
31.38938224577051,9.298252740727918,11.813035671075037,Cool,1,47.44,18.19,34.37,17.315058928960504,Medium,Berry,Deep Berry,24,40,31,45,-12,2
52.733015933524825,14.35362424969754,23.27796512845766,Cool,5,81.52,2.55,15.93,14.794377039282846,Low,Berry,True Berry,37,47,31,39,-7,1
75.82199621503374,17.089779645169187,11.03761159742847,Neutral,9,56.88,38.07,5.05,30.97403791291393,High,Nude,Taupe Nude,53,77,2,22,0,20
30.61162712332146,18.450369121540767,13.037309649385255,Warm,1,18.27,41.35,40.38,14.50870915024906,Low,Coral,Deep Coral,35,45,28,36,24,32
47.5069149162492,6.409213553339166,22.23739418234462,Neutral,4,56.91,18.73,24.36,17.19878886086913,Low,Red,Blue Red,40,50,41,49,6,14
45.523354039120015,14.962598870960848,12.285892611106355,Cool,3,70.12,22.64,7.24,5.072577665269736,Low,Berry,True Berry,37,47,31,39,-7,1
79.8567825859191,24.11837599924088,29.382947390601323,Neutral,10,39.12,19.9,40.98,39.16788446032757,High,Nude,Taupe Nude,53,77,2,22,0,20
52.02385491327399,19.578784002103145,12.586950976914547,Cool,5,55.2,15.99,28.81,7.060911570676154,Low,Berry,True Berry,37,47,31,39,-7,1
31.58018226722,14.769912653198109,12.395356708568194,Cool,1,28.94,23.87,47.19,14.408387437989848,Low,Berry,Deep Berry,27,37,34,42,-9,-1
35.68055033371739,8.896809833107282,12.346579655559118,Neutral,2,34.43,48.2,17.37,14.50010660037386,Low,Red,True Red,33,43,44,52,16,24
62.49789909219997,19.625011786947503,9.036823687811305,Cool,6,42.41,25.17,32.42,17.750985962978426,Medium,Mauve,Cool Mauve,47,63,15,29,-5,9
47.728921957429066,22.54921725260761,32.54387805797231,Warm,4,69.54,18.29,12.17,20.8805279940802,Medium,Coral,True Coral,44,60,23,37,19,33
48.73435003340188,14.86683176104761,31.6252348930872,Neutral,4,37.91,25.59,36.5,20.62630919360528,Medium,Red,Blue Red,37,53,38,52,3,17
79.26235115385553,10.40786572769051,28.486958851447778,Warm,9,27.65,21.36,50.99,39.213996973752266,High,Nude,Peachy Nude,58,82,4,24,10,30
55.64362298329266,21.465464253600604,28.38860767102029,Cool,5,32.67,43.63,23.7,19.59644756285389,Medium,Berry,True Berry,34,50,28,42,-10,4
56.24940705598767,24.382052602816227,23.624236031454625,Warm,5,57.79,10.39,31.82,16.75930808357319,Low,Coral,True Coral,47,57,26,34,22,30
51.39259325924687,23.67186287402503,15.511864050858197,Neutral,4,2.32,55.26,42.42,8.165844393295899,Low,Red,Blue Red,40,50,41,49,6,14
59.55739558867133,13.507129925399672,32.9094549324566,Neutral,6,13.85,50.45,35.7,26.29221241552604,Medium,Mauve,Dusty Rose,50,66,13,27,1,15
82.32473861314227,14.681541394204032,34.19694196260354,Warm,10,41.93,36.35,21.72,43.75072967359686,High,Nude,Peachy Nude,58,82,4,24,10,30
73.86447998145293,18.650234602324005,27.87295581150377,Cool,8,72.44,22.79,4.77,32.96863353890197,High,Pink,Soft Pink,56,80,15,35,-5,15
51.53994380353092,23.14926352692851,26.203047618399573,Neutral,4,34.06,41.86,24.08,15.950400852828446,Low,Red,Blue Red,40,50,41,49,6,14
59.25356030731204,23.416956956313737,18.25421606483921,Warm,6,43.55,23.08,33.37,15.935959176063896,Low,Coral,True Coral,47,57,26,34,22,30
65.74870052021265,12.250039690630263,17.268438204740104,Cool,7,48.94,23.39,27.67,22.76679378374224,Medium,Mauve,Cool Mauve,47,63,15,29,-5,9
38.23100684049879,7.350524935542097,28.526152217021536,Warm,2,64.57,27.72,7.71,21.88474799717562,Medium,Coral,Deep Coral,32,48,25,39,21,35
47.5860871373355,23.921512361376628,30.083412774475864,Neutral,4,43.64,33.35,23.01,18.68357362643449,Medium,Red,Blue Red,37,53,38,52,3,17
63.88045874538625,21.318938779372345,22.39177941564578,Warm,7,23.54,30.41,46.05,21.59167435293992,Medium,Nude,Warm Nude,54,70,11,25,15,29
35.89646587000141,16.077085688026415,29.472217420217035,Warm,2,72.15,24.18,3.67,20.08835413702357,Medium,Coral,Deep Coral,32,48,25,39,21,35
53.39460496962327,16.601724156756223,11.552327498436014,Warm,5,33.25,53.26,13.49,9.067418704981838,Low,Coral,True Coral,47,57,26,34,22,30
64.69087195086618,17.037631792726444,9.760523964033286,Warm,7,92.11,7.26,0.63,20.03799681845825,Medium,Nude,Warm Nude,54,70,11,25,15,29
74.7588282467455,13.160401825701625,11.35732357094509,Neutral,9,68.64,15.17,16.19,30.541463533983205,High,Nude,Taupe Nude,53,77,2,22,0,20
32.965354546717315,10.365744008555453,22.9929872838609,Neutral,1,55.55,43.04,1.41,18.93402622576694,Medium,Red,True Red,30,46,41,55,13,27
38.19371400196276,11.061315223502032,34.48055170849899,Neutral,2,29.89,30.14,39.97,25.13166965681292,Medium,Red,True Red,30,46,41,55,13,27
73.84778260931495,6.253792432437317,12.73098784685734,Warm,8,36.25,37.06,26.69,31.963840933108536,High,Nude,Peachy Nude,58,82,4,24,10,30
50.12726027546814,22.61741518397857,29.75309412965144,Warm,4,38.24,45.84,15.92,18.66311901462292,Medium,Coral,True Coral,44,60,23,37,19,33
72.88386877702138,22.01705514644191,10.956023883862835,Cool,8,14.3,13.04,72.66,27.976213746127268,High,Pink,Soft Pink,56,80,15,35,-5,15
59.308163387691145,11.695780837813585,26.92337382558476,Cool,6,46.08,16.81,37.11,22.27982678928716,Medium,Mauve,Cool Mauve,47,63,15,29,-5,9
62.0822941798381,17.846510518104548,26.74206548476544,Warm,6,63.47,27.04,9.49,22.66651243910888,Medium,Nude,Warm Nude,54,70,11,25,15,29
51.40665459892672,17.830089625125034,25.811637369122806,Cool,4,40.69,24.89,34.42,15.379046166816996,Low,Berry,True Berry,37,47,31,39,-7,1
55.42488138686964,14.236129631240374,34.2080367504345,Neutral,5,28.2,44.82,26.98,25.201135884456,Medium,Red,Blue Red,37,53,38,52,3,17
66.03079291756131,11.684766373921216,32.494265829057404,Warm,7,39.62,40.39,19.99,30.519703354876967,High,Nude,Warm Nude,50,74,8,28,12,32
42.992642186624025,18.92059593349946,30.20850555892556,Warm,3,50.76,44.89,4.35,18.35059326613509,Medium,Coral,Deep Coral,32,48,25,39,21,35
81.84796931553308,6.95414550773517,23.27005204711245,Neutral,10,43.25,23.01,33.74,40.68146058410928,High,Nude,Taupe Nude,53,77,2,22,0,20
40.15411174495256,23.83383973316061,33.57335949830669,Cool,2,57.95,30.95,11.1,22.440828864441414,Medium,Berry,Deep Berry,24,40,31,45,-12,2
32.61747729596933,5.200939621096632,17.30410808462824,Neutral,1,34.24,38.29,27.47,20.01181199161338,Medium,Red,True Red,30,46,41,55,13,27
51.54189793702975,21.35934048238124,33.28835369196396,Warm,4,25.59,60.65,13.76,22.31228894756677,Medium,Coral,True Coral,44,60,23,37,19,33
64.56747952171897,18.912362929936137,26.530834310524632,Warm,7,34.5,34.36,31.14,24.39701528853454,Medium,Nude,Warm Nude,54,70,11,25,15,29
78.59635520333151,20.890310889814973,14.67818852711525,Warm,9,39.75,40.38,19.87,33.7146916078987,High,Nude,Peachy Nude,58,82,4,24,10,30
33.79652308769413,18.08265474055748,13.30331882854447,Cool,1,33.42,3.42,63.16,11.440836846022927,Low,Berry,Deep Berry,27,37,34,42,-9,-1
41.69813318786436,6.670014333973375,20.990782750080072,Warm,3,43.04,27.61,29.35,16.41417121760022,Low,Coral,Deep Coral,35,45,28,36,24,32
50.18543990255879,7.411337715545576,8.263812880317959,Warm,4,48.31,32.91,18.78,14.11815495340564,Low,Coral,True Coral,47,57,26,34,22,30
37.53955639657788,18.914973779692343,29.99351744624732,Warm,2,56.73,22.69,20.58,19.50902792932041,Medium,Coral,Deep Coral,32,48,25,39,21,35
64.32947756466079,9.006796421928847,13.480826098162323,Neutral,7,42.15,38.69,19.16,22.28614084503281,Medium,Mauve,Dusty Rose,50,66,13,27,1,15
71.98905986120216,23.2203139995844,30.0617575910706,Neutral,8,9.27,63.55,27.18,32.63444287445504,High,Nude,Taupe Nude,53,77,2,22,0,20
37.84099244072991,17.701873017352874,26.02405894006773,Warm,2,46.13,16.19,37.68,15.91247956845666,Low,Coral,Deep Coral,35,45,28,36,24,32
59.568607883077085,13.270330605799185,9.672556001632676,Cool,6,39.57,9.1,51.33,16.215726359668107,Low,Mauve,Cool Mauve,50,60,18,26,-2,6
58.452368685072045,16.33612210020932,23.407943632481302,Neutral,6,37.81,8.86,53.33,18.014755130879585,Medium,Mauve,Dusty Rose,50,66,13,27,1,15
68.15349052636277,7.92042038593925,17.90355465744925,Cool,7,24.47,15.9,59.63,26.77409802029367,High,Mauve,Cool Mauve,43,67,12,32,-8,12
60.97103139661503,16.76404533896781,15.54045438826908,Warm,6,65.64,11.11,23.25,16.675732778961557,Low,Nude,Warm Nude,57,67,14,22,18,26
79.04868134026044,6.539383660160347,20.295662441694404,Cool,9,15.62,42.2,42.18,37.54089648111107,High,Pink,Soft Pink,56,80,15,35,-5,15
84.64030236286742,5.3606401965046,31.16300800164848,Neutral,10,47.37,45.85,6.78,46.39919506356756,High,Nude,Taupe Nude,53,77,2,22,0,20
76.80055908406236,7.121840998959041,24.621858710444418,Neutral,9,65.16,3.67,31.17,36.55726815041648,High,Nude,Taupe Nude,53,77,2,22,0,20
66.76814813834068,18.837278163216887,27.70131716847552,Neutral,7,67.47,14.08,18.45,26.86513644609945,High,Mauve,Dusty Rose,46,70,10,30,-2,18
55.98065681817292,20.596417680201363,11.427499171384262,Cool,5,38.06,19.96,41.98,11.0117344413362,Low,Berry,True Berry,37,47,31,39,-7,1
50.13837110060505,10.867068428820197,13.461936627271498,Cool,4,81.22,4.22,14.56,10.580668946410896,Low,Berry,True Berry,37,47,31,39,-7,1
43.613497108891394,6.411374948008596,11.257168519716222,Warm,3,20.85,45.93,33.22,13.67936108444987,Low,Coral,Deep Coral,35,45,28,36,24,32
33.0898227628271,8.7986948732204,9.32700653931978,Neutral,1,22.59,13.23,64.18,16.56702907599699,Low,Red,True Red,33,43,44,52,16,24
70.73029049596943,17.91621625310412,18.69120276188628,Warm,8,71.53,6.34,22.13,26.667624530720328,High,Nude,Warm Nude,50,74,8,28,12,32
71.03130859633731,15.082656838368766,25.027152964543173,Cool,8,65.05,30.28,4.67,29.521449919822576,High,Pink,Soft Pink,56,80,15,35,-5,15
49.26633327636896,17.06300240245894,20.9945046829194,Cool,4,45.98,49.28,4.74,10.379242217236962,Low,Berry,True Berry,37,47,31,39,-7,1
66.25149572726451,21.00141937398319,27.17655556282941,Warm,7,60.04,28.84,11.12,26.13344122308004,Medium,Nude,Warm Nude,54,70,11,25,15,29
71.58986593383864,6.772008593592345,34.3736088697878,Warm,8,46.95,25.87,27.18,37.18304856901536,High,Nude,Warm Nude,50,74,8,28,12,32
44.59515832128668,6.475931294707977,11.773854168909816,Warm,3,63.52,16.74,19.74,13.532016592777364,Low,Coral,Deep Coral,35,45,28,36,24,32
64.09309405826282,19.832545749037777,9.722453018847142,Cool,7,34.25,25.75,40.0,19.229183599289776,Medium,Mauve,Cool Mauve,47,63,15,29,-5,9
38.23287997616034,9.086327667979406,17.052534352113984,Cool,2,61.05,16.68,22.27,13.799647117482946,Low,Berry,Deep Berry,27,37,34,42,-9,-1
60.868796608900354,12.541078620033977,21.09548566314912,Cool,6,55.42,35.2,9.38,19.753026943122237,Medium,Mauve,Cool Mauve,47,63,15,29,-5,9
81.66672091029528,9.214099277344063,9.185298451361138,Warm,10,50.1,33.23,16.67,38.32370834771063,High,Nude,Peachy Nude,58,82,4,24,10,30
59.44436291451984,24.545676463538587,25.94795853259285,Cool,6,42.02,48.01,9.97,20.587577364625847,Medium,Mauve,Cool Mauve,47,63,15,29,-5,9
71.88910961571251,18.552223641991883,25.558018299984703,Neutral,8,72.11,11.88,16.01,30.148634007718,High,Nude,Taupe Nude,53,77,2,22,0,20
41.710231120317935,15.563554428460344,33.96168051778996,Neutral,3,48.54,33.27,18.19,22.645530237917445,Medium,Red,True Red,30,46,41,55,13,27
81.56984714825275,12.961096813578754,19.806604502604674,Neutral,10,69.25,7.73,23.02,38.05053156493965,High,Nude,Taupe Nude,53,77,2,22,0,20
49.3304060515605,18.87364451562977,34.984170595808,Warm,4,16.81,42.09,41.1,23.415661238277423,Medium,Coral,True Coral,44,60,23,37,19,33
59.76943611119415,9.422952202213867,30.242647247854524,Neutral,6,46.41,11.54,42.05,25.74498711922289,Medium,Mauve,Dusty Rose,50,66,13,27,1,15
42.5970240999664,8.129534320072011,23.64149059987232,Cool,3,36.72,44.14,19.14,16.79900449495166,Low,Berry,Deep Berry,27,37,34,42,-9,-1
56.73136943271935,9.810631703602974,33.77328007918789,Cool,5,41.17,10.3,48.53,26.74927999878357,High,Berry,True Berry,30,54,25,45,-13,7
70.17289021079478,9.283525054791737,30.35716871590481,Neutral,8,49.37,8.65,41.98,32.94697072691506,High,Nude,Taupe Nude,53,77,2,22,0,20
69.2145265685862,20.928811230469545,10.02218773405356,Cool,8,67.56,27.51,4.93,24.31291279550727,Medium,Mauve,Cool Mauve,47,63,15,29,-5,9
41.2253378049861,18.817679531016456,15.49154635257376,Cool,3,37.07,42.0,20.93,5.276064092675123,Low,Berry,Deep Berry,27,37,34,42,-9,-1
39.779418892539006,19.920897585308467,20.732557090854275,Warm,2,20.4,59.06,20.54,10.174393231864885,Low,Coral,Deep Coral,35,45,28,36,24,32
42.48663961200633,7.80168030473048,33.18366905055836,Warm,3,72.55,12.66,14.79,24.57364072073001,Medium,Coral,Deep Coral,32,48,25,39,21,35
76.6539955197728,9.401325095693837,15.424438183288284,Neutral,9,32.31,26.09,41.6,33.5564318568606,High,Nude,Taupe Nude,53,77,2,22,0,20
58.41828340341137,17.636270540333367,9.122467194360588,Warm,6,60.9,25.74,13.36,13.925435056050926,Low,Coral,True Coral,47,57,26,34,22,30
64.53108804418301,20.24349174363289,33.3308916581675,Cool,7,30.69,20.69,48.62,28.922821911966437,High,Mauve,Cool Mauve,43,67,12,32,-8,12
75.14540068885037,10.853101953348157,14.345845067921804,Cool,9,42.1,31.77,26.13,31.589775492236043,High,Pink,Soft Pink,56,80,15,35,-5,15
58.28661029582971,13.00310545730798,15.772746590040803,Neutral,6,46.84,42.42,10.74,15.483028231824225,Low,Mauve,Dusty Rose,53,63,16,24,4,12
54.22720565291164,8.658458519241695,33.6207378910953,Neutral,5,12.1,55.29,32.61,26.10034854702768,Medium,Red,Blue Red,37,53,38,52,3,17
61.82899215996501,9.93357729043246,27.750405239189785,Warm,6,54.59,11.56,33.85,25.15200008918889,Medium,Nude,Warm Nude,54,70,11,25,15,29
53.54139647704339,19.759018947951844,11.424248608861308,Cool,5,47.99,26.02,25.99,8.56417043909646,Low,Berry,True Berry,37,47,31,39,-7,1
69.34899642671117,11.32202623093941,23.54296183093033,Cool,8,24.43,30.17,45.4,28.30937695455009,High,Mauve,Cool Mauve,43,67,12,32,-8,12
69.17859913850555,15.95918977947386,21.164422229181376,Warm,8,37.22,34.91,27.87,26.170965559825326,Medium,Nude,Warm Nude,54,70,11,25,15,29
60.95303242786784,8.949409797198747,25.1337252738582,Warm,6,59.61,24.15,16.24,23.43308616132394,Medium,Nude,Warm Nude,54,70,11,25,15,29
60.844844694090135,7.579578158543305,8.427627915511604,Neutral,6,44.83,22.89,32.28,20.447196003599192,Medium,Mauve,Dusty Rose,50,66,13,27,1,15
66.00821395660475,7.093212678157926,26.399436537963624,Neutral,7,24.11,24.24,51.65,28.553003085990586,High,Mauve,Dusty Rose,46,70,10,30,-2,18
51.920683053197095,15.34235861713839,20.96364337023608,Neutral,4,35.54,21.0,43.46,12.244851148255409,Low,Red,Blue Red,40,50,41,49,6,14
61.15231971856007,13.830680207577938,18.09634526730192,Neutral,6,24.6,28.64,46.76,18.333667516618423,Medium,Mauve,Dusty Rose,50,66,13,27,1,15
62.92178755891559,12.517765702915389,8.589231712938217,Warm,6,63.12,7.11,29.77,19.71820579290614,Medium,Nude,Warm Nude,54,70,11,25,15,29
72.84041313687794,18.183110892002688,27.349062290954848,Neutral,8,31.89,51.34,16.77,31.843106049417,High,Nude,Taupe Nude,53,77,2,22,0,20
70.35356493051874,20.49267561275576,31.701412110105103,Warm,8,48.73,35.16,16.11,32.11217250635077,High,Nude,Warm Nude,50,74,8,28,12,32
59.676646803747445,8.074986242058362,22.885569547895983,Neutral,6,2.22,76.2,21.58,21.819842779248614,Medium,Mauve,Dusty Rose,50,66,13,27,1,15
31.52839651309405,9.045083610490698,22.9218812299722,Cool,1,10.09,42.56,47.35,20.512966221665145,Medium,Berry,Deep Berry,24,40,31,45,-12,2
79.3035227344168,13.10943352660837,8.191478944908017,Cool,9,64.73,10.23,25.04,35.19540326437471,High,Pink,Soft Pink,56,80,15,35,-5,15
47.11924847959352,13.860674126752388,17.02320328267397,Cool,4,49.49,36.93,13.58,8.210670345060356,Low,Berry,True Berry,37,47,31,39,-7,1
